Article Name,Topic,Functions Spanned,Live Link
Manage your records in Slack,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/integrations/manage-your-records-in-slack
Identify and delete empty properties with HubSpot Smart Transfer,Integrations,Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Properties; Email,https://knowledge.hubspot.com/integrations/mark-empty-properties-and-clean-up-in-hubspot-smart-transfer
Match records in data sync,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records; Properties,https://knowledge.hubspot.com/integrations/match-records-in-data-sync
Resolve a 'Request for Integration Permissions' error,Integrations,Permissions; Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Properties,https://knowledge.hubspot.com/integrations/resolve-a-request-for-integration-permissions-error
Resolve sync errors in HubSpot Smart Transfer,Integrations,Teams; Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Properties; Associations,https://knowledge.hubspot.com/integrations/resolve-sync-errors-in-hubspot-smart-transfer
Revert a transfer in HubSpot Smart Transfer,Integrations,Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Properties,https://knowledge.hubspot.com/integrations/revert-a-transfer-in-hubspot-smart-transfer
Schedule a meeting on a record,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals; Tickets,https://knowledge.hubspot.com/integrations/schedule-a-meeting-with-a-contact-in-a-record
Set up meeting rotations,Integrations,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Meetings; Set up a meeting rotation,https://knowledge.hubspot.com/integrations/schedule-a-meeting-with-a-contact-using-meeting-rotations
Set up a test sync,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Associations; Data Sync; Email,https://knowledge.hubspot.com/integrations/set-up-a-test-sync
Set up and use the HubSpot connector for Gemini,Integrations,Permissions; Teams; Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/set-up-and-use-hubspot-connector-for-gemini
Set up and use HubSpot for Google Sheets,Integrations,Permissions; Users; Breeze; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records,https://knowledge.hubspot.com/integrations/set-up-and-use-hubspot-for-google-sheets
Set up and use the HubSpot connector for Claude,Integrations,Permissions; Teams; Users; Ai; Workflow; Workflows; Invoices; Subscriptions; Quotes; Products; Line Items; Blog,https://knowledge.hubspot.com/integrations/set-up-and-use-the-hubspot-connector-for-claude
Set up and use the HubSpot connector for Microsoft Copilot,Integrations,Permissions; Teams; Users; Ai; Copilot; Agents; Invoices; Subscriptions; Quotes; Products; Line Items; Blog,https://knowledge.hubspot.com/integrations/set-up-and-use-the-hubspot-connector-for-microsoft-copilot
Specify lifecycle stages when syncing leads and contacts using HubSpot data sync,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Data Sync; Ads; Email,https://knowledge.hubspot.com/integrations/specify-lifecycle-stages-when-syncing-leads-and-contacts-using-hubspot-data-sync
Specify product type when syncing products using HubSpot data sync,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Data Sync; Email,https://knowledge.hubspot.com/integrations/specify-product-types-when-syncing-products-using-hubspot-data-sync
Supported apps for HubSpot Smart Transfer,Integrations,Users; Ai; Workflow; Workflows; Invoices; Subscriptions; Products; Line Items; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/supported-apps-for-hubspot-smart-transfer
Sync contacts to other apps,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Ads; Email; Leads,https://knowledge.hubspot.com/integrations/sync-contacts-to-other-apps
Sync custom objects between HubSpot and data sync apps,Integrations,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Records; Properties; Associations; Data Sync; Email,https://knowledge.hubspot.com/integrations/sync-custom-objects-between-hubspot-and-data-sync-apps
Sync Microsoft Teams Meeting Recordings and Transcripts to HubSpot,Integrations,Domains; Permissions; Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/integrations/sync-microsoft-teams-meeting-recordings-and-transcripts-to-hubspot
Sync Salesforce cases to HubSpot tickets,Integrations,Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Tickets; Records; Properties,https://knowledge.hubspot.com/integrations/sync-salesforce-cases-to-hubspot
Sync Salesforce leads and contacts to HubSpot,Integrations,Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Deduplicate,https://knowledge.hubspot.com/integrations/sync-salesforce-leads-and-contacts-to-hubspot
Sync Shopify product variants to HubSpot,Integrations,Users; Ai; Automation; Subscriptions; Products; Line Items; Blog; Cms; Content; Knowledge Base; Records; Duplicate,https://knowledge.hubspot.com/integrations/sync-shopify-product-variants-to-hubspot
Sync SurveyMonkey data to HubSpot surveys,Integrations,Users; Breeze; Ai; Workflow; Workflows; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base; Records,https://knowledge.hubspot.com/integrations/sync-surveymonkey-data-to-hubspot-surveys
Sync the Status field between HubSpot and NetSuite,Integrations,Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties,https://knowledge.hubspot.com/integrations/sync-the-status-field-between-hubspot-and-netsuite
Transfer data from other apps using HubSpot Smart Transfer,Integrations,Permissions; Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records,https://knowledge.hubspot.com/integrations/transfer-data-from-other-apps-using-hubspot-smart-transfer
Transfer email templates from other apps using HubSpot Smart Transfer,Integrations,Permissions; Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/integrations/transfer-email-templates-from-other-apps-using-hubspot-smart-transfer
Troubleshoot common Zoom webinar sync errors,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Properties; Email,https://knowledge.hubspot.com/integrations/troubleshoot-common-zoom-webinar-sync-errors
Troubleshoot the QuickBooks Online data sync integration,Integrations,Users; Ai; Workflow; Workflows; Invoices; Subscriptions; Products; Line Items; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/troubleshoot-the-quickbooks-online-data-sync-integration
Transfer data from other apps using HubSpot Smart Transfer,Integrations,Permissions; Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records,https://knowledge.hubspot.com/integrations/understand-hubspot-s-crm-migration-process
Understand your data sync field mappings,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Associations,https://knowledge.hubspot.com/integrations/understand-your-data-sync-field-mappings
Use app objects from your connected apps,Integrations,Teams; Users; Ai; Workflow; Workflows; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/use-app-objects-from-connected-apps
Use Breeze Assistant in Slack,Integrations,Users; Breeze; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Ads; Email,https://knowledge.hubspot.com/integrations/use-breeze-assistant-in-slack
Use HubSpot and Microsoft Teams webinars,Integrations,Domains; Permissions; Teams; Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Products; Blog,https://knowledge.hubspot.com/integrations/use-hubspot-and-microsoft-teams-webinars
Use HubSpot and Zoom webinars,Integrations,Domains; Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Products; Blog; Cms; Content,https://knowledge.hubspot.com/integrations/use-hubspot-and-zoom-webinars
Connect HubSpot and Docusign,Integrations,Permissions; Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Products; Blog; Cms; Content,https://knowledge.hubspot.com/integrations/use-hubspots-integration-with-docusign
Use HubSpot's calendar sync with Google Calendar or Outlook Calendar,Integrations,Domains; Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records,https://knowledge.hubspot.com/integrations/use-hubspots-integration-with-google-calendar-or-outlook-calendar
Use Google Meet with HubSpot meetings,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/integrations/use-hubspots-integration-with-google-meet
Connect HubSpot and NetSuite,Integrations,Permissions; Users; Ai; Workflow; Invoices; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/integrations/use-hubspots-integration-with-netsuite
Use HubSpot's integration with QuickBooks Online (legacy),Integrations,Users; Ai; Workflow; Workflows; Enrollment; Invoices; Subscriptions; Quotes; Products; Blog; Cms; Content,https://knowledge.hubspot.com/integrations/use-hubspots-integration-with-quickbooks
Connect HubSpot and Zoom,Integrations,Domains; Permissions; Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/integrations/use-hubspots-integration-with-zoom
Use marketing events,Integrations,Permissions; Teams; Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Products; Blog; Cms,https://knowledge.hubspot.com/integrations/use-marketing-events
Use QuickBooks actions in workflows,Integrations,Users; Ai; Workflow; Workflows; Enrollment; Automation; Payments; Invoices; Subscriptions; Products; Line Items; Blog,https://knowledge.hubspot.com/integrations/use-quickbooks-online-actions-with-hubspot-workflows
Use HubSpot's integration with GoToWebinar,Integrations,Permissions; Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Products; Blog; Cms; Content,https://knowledge.hubspot.com/integrations/use-the-gotowebinar-integration-with-hubspot
Use the HubSpot App for Zoom Meetings,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties,https://knowledge.hubspot.com/integrations/use-the-hubspot-app-for-zoom-meetings
Use the new company sync between HubSpot and Salesforce,Integrations,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records; Associations; Deduplicate,https://knowledge.hubspot.com/integrations/use-the-new-company-sync-between-hubspot-and-salesforce
Use the Shopify store performance agent,Integrations,Users; Breeze; Ai; Agents; Payments; Invoices; Subscriptions; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/integrations/use-the-shopify-store-performance-agent
Using the QuickBooks Online data sync integration for invoices,Integrations,Users; Ai; Workflow; Workflows; Payments; Invoices; Subscriptions; Products; Line Items; Blog; Cms; Content,https://knowledge.hubspot.com/integrations/using-the-quickbooks-online-data-sync-integration-for-invoices
View marketing events on contacts,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Email,https://knowledge.hubspot.com/integrations/view-marketing-events-on-contact-records
View the cart object,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records; Properties,https://knowledge.hubspot.com/integrations/view-the-cart-object
View the integrations sync card,Integrations,Users; Ai; Invoices; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Data Sync,https://knowledge.hubspot.com/integrations/view-the-integrations-sync-card
Use the Microsoft Dynamics 365 integrations sync card,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Data Sync; Ads,https://knowledge.hubspot.com/integrations/view-the-microsoft-dynamics-365-sync-card
Use the NetSuite integrations sync card,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Data Sync; Email,https://knowledge.hubspot.com/integrations/view-the-netsuite-sync-card
Create and manage orders,Integrations,Users; Ai; Payments; Payment Links; Invoices; Subscriptions; Quotes; Products; Line Items; Blog; Cms; Content,https://knowledge.hubspot.com/integrations/view-the-order-object
Apply credit memos to invoices,Invoices,Permissions; Users; Ai; Payments; Invoices; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records,https://knowledge.hubspot.com/invoices/apply-credit-memos-to-invoices
Create credit memos,Invoices,Domains; Permissions; Teams; Users; Ai; Payments; Invoices; Subscriptions; Products; Line Items; Blog; Cms,https://knowledge.hubspot.com/invoices/create-credit-memos
Create invoices,Invoices,Domains; Permissions; Teams; Users; Breeze; Ai; Workflow; Workflows; Enrollment; Payments; Payment Links; Invoices,https://knowledge.hubspot.com/invoices/create-invoices
HubSpot's default invoice properties,Invoices,Users; Ai; Payments; Invoices; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Properties; Data Sync,https://knowledge.hubspot.com/invoices/hubspots-default-invoice-properties
Manage credit memos,Invoices,Permissions; Users; Ai; Payments; Invoices; Subscriptions; Quotes; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/invoices/manage-credit-memos
